Cliente,Marca1,Marca2,Marca3,Marca_Inno1,Marca_Inno2
263,0.0007234439826389813,0.0024862936509958424,0.03318828589533315,0.0027900390825260123,0.0020961845837204245
265,0.0007227810375663081,0.002486998730748273,0.03322292327658054,0.002788120264839297,0.002093346241059211
267,0.0007220969520263915,0.002485059507928416,0.033218227080931105,0.002785935276496348,0.002090227192544543
274,0.0007197716603146945,0.0024844039404757524,0.03329272457130395,0.0027789564727983755,0.00208004675790212
276,0.0007189634700331023,0.002484894184620382,0.03329757015108078,0.0027758260628801107,0.0020761234138316352
277,0.0007187829685616682,0.002483989820455693,0.033322523629958106,0.0027759752864295745,0.002075705596727768
279,0.0007180326006427071,0.002484886870796152,0.03334223139533418,0.0027733000782418672,0.002072208675198698
280,0.0007177002717777549,0.002484091002799493,0.03334228988088924,0.002772247038448461,0.002070702059736902
281,0.0007174644260487514,0.0024829470645676764,0.03335507348395733,0.002772042933162511,0.002069948758670223
283,0.0007168192135916173,0.002482847067894461,0.033377144514017264,0.0027700232753618717,0.0020670549872762413
287,0.0007155164334796338,0.0024821463025642,0.033414597352840886,0.0027661588239744628,0.0020613879720542804
288,0.0007151980658908945,0.002482672755672405,0.0334344100818026,0.002765246811419067,0.002060036085154752
300,0.0007113744790048327,0.002480974180698641,0.033550603102236294,0.0027535772572550377,0.002043132164432524
305,0.0007096489730164026,0.002480623462616756,0.03357775997939347,0.002747706631605573,0.002035207003016623
313,0.0007071672770442338,0.002479989435375628,0.03366180427293888,0.002740198410091593,0.0020242962223184285
315,0.0007065605734548298,0.0024802513694657078,0.033688777874762765,0.0027383089791289464,0.0020215866015562234
321,0.0007046739137734222,0.002479644952507137,0.03374070462361798,0.0027324151573300853,0.0020132032216740032
324,0.0007039553949961286,0.0024779579615204204,0.03378557856438836,0.002731108559081386,0.0020104790453143143
329,0.0007024597624431247,0.002477899431800571,0.03384213621663736,0.0027265052245579553,0.002003837303612015
333,0.0007012599598031883,0.002477296402584007,0.03387931250748223,0.002722915934562396,0.001998590985775582
334,0.0007008725297838566,0.002477865400094305,0.03388126427893212,0.002721213086704661,0.001996589924134857
336,0.0007002716546249907,0.002477155914174407,0.03389370561642202,0.0027194246495773327,0.0019939673232225483
339,0.0006993872449011231,0.0024768401116603525,0.03392323415251351,0.002716723773530329,0.001990054879343413
343,0.0006981724005943218,0.002476521938328165,0.033954735745316635,0.0027126920405831424,0.0019844832120987184
348,0.0006967157330534131,0.002476175436475917,0.034006636430971716,0.0027083310661614396,0.001978111937340517
351,0.0006959043304196982,0.002475792061694539,0.0340434633566912,0.002706000812164144,0.0019745727141320638
352,0.0006956193340326436,0.002476021580350201,0.03405830520484862,0.002705152373012324,0.0019733315616511813
354,0.0006949480175410496,0.002475682047938517,0.03405768487705593,0.0027026000899582786,0.001970083401747289
355,0.0006946561863473275,0.0024754176159096338,0.03406523518366375,0.0027017755457845235,0.0019688458575391173
359,0.0006936129378927664,0.002474528314468244,0.034114683695815835,0.0026990225968178626,0.0019644420497737856
360,0.0006934322503380682,0.002474909346877679,0.03414979444080868,0.002698986366520693,0.001963928733599205
365,0.0006918859796852892,0.0024750492286863845,0.034180714983215565,0.002693478409546732,0.0019566494550978127
370,0.0006906256349722835,0.0024733456929771536,0.03423772555397396,0.0026903151803395397,0.001951410819277347
372,0.0006900777486083092,0.002473337884036397,0.03425957464338473,0.002688560437069336,0.001948916936926026
374,0.0006895196534547068,0.0024729967074897875,0.03427687253133657,0.0026869122386409647,0.0019464890910088953
377,0.0006886979004713074,0.0024730670773658947,0.03431126457808833,0.0026844061320767344,0.001942851714648628
381,0.0006874629046238798,0.002473165474625433,0.03432991568085048,0.002679914927985557,0.0019370028620151782
385,0.0006865253558448228,0.0024719212897606913,0.034381592252131735,0.0026775910438779503,0.0019330674192267647
397,0.0006832331820362272,0.0024718229566680298,0.0344933833077592,0.00266700639284633,0.0019181750991401625
399,0.0006827990760794893,0.002470844552664188,0.03451807871770298,0.002666076512291685,0.0019164215254777398
405,0.0006810469734535997,0.002471425608763698,0.03455581988083343,0.0026597778842847946,0.0019081606025273434
411,0.00067968019062184,0.002470159726333862,0.03463756346731476,0.0026565037206491954,0.0019025276450741892
417,0.0006781582441300713,0.002470258478991591,0.03470319030974135,0.002651733137693838,0.0018956623385577413
418,0.0006777576549752284,0.002470459146731441,0.03468998282979574,0.0026498824936174344,0.0018935908961908844
419,0.0006775591131587965,0.002470635486028068,0.034712243321847365,0.0026494377881090877,0.0018927675160948121
421,0.0006771398393854384,0.0024695134235420114,0.034734585074655155,0.0026486116793081843,0.0018911197711795735
431,0.0006746539090318105,0.0024695689254843234,0.03484161530461144,0.002640918607966233,0.0018799710537301844
435,0.0006735879177383277,0.002470341597440499,0.03487731821727001,0.002637119385657069,0.0018749313689083774
438,0.0006729456134723067,0.0024693487737240173,0.034911578406504065,0.002635521263790721,0.0018722105340519648
439,0.0006726966972460621,0.002469128689733607,0.034918930159705285,0.002634811898282642,0.0018711411047679454
443,0.0006717357587948451,0.0024690874694403057,0.034959842874448595,0.0026317417502613447,0.0018667447062828552
446,0.0006708675336691786,0.002468875369014311,0.03496061145155726,0.002628405521209888,0.00186253957141239
447,0.0006706798892245576,0.0024687405059863874,0.03497775980581272,0.002627965016958062,0.0018617342051414595
464,0.0006667860532896054,0.002468127520153092,0.03516194459959605,0.0026162327097251623,0.00184430470950984
465,0.0006664596054158147,0.0024679405444769944,0.03515081381688731,0.002614736252865636,0.0018425921745252739
468,0.0006658645716034013,0.0024676449960934,0.035195180619078566,0.002613313636657961,0.0018400924899575923
472,0.0006647687238307313,0.002467853824367741,0.03520229067455663,0.0026089733918265136,0.0018346861691207602
475,0.0006641348750982383,0.002467494458334865,0.03523624052894047,0.002607190141346204,0.0018318908485914828
480,0.0006629731021347555,0.0024682257483351344,0.0352891258239407,0.002603365754505429,0.001826535923651821
488,0.0006612033845486388,0.002467981579129698,0.03536550577241903,0.002597782174189891,0.0018184427354020066
492,0.000660508724593713,0.0024668665711691023,0.03542464636173452,0.002596426281454223,0.0018156204962736144
499,0.0006589910962214732,0.0024665273704097108,0.03548897691522054,0.0025916895288461803,0.0018087043292492953
501,0.0006585716256793572,0.0024669722301668825,0.03551551177179026,0.002590316607333417,0.0018067407168591836
504,0.0006577886185325335,0.00246684722446782,0.03551554779658854,0.0025872291101287554,0.0018028875340859328
507,0.0006571603941817951,0.0024669536422066768,0.035546364161583716,0.0025851697169542963,0.0017999401974410699
508,0.0006570839791030272,0.002466182990276362,0.035571650921373016,0.002585551558311949,0.0017998491448828304
509,0.0006568681370838008,0.002465998840840248,0.035578803836397666,0.0025849326905538705,0.0017989065986889735
516,0.0006554087925413418,0.002465562076685611,0.03563995781584558,0.0025802707978101204,0.0017921445802368996
521,0.0006542536007264789,0.0024664118368971466,0.035673778246505035,0.002575906150928884,0.0017864881743970844
526,0.0006531919071672057,0.002467087632182843,0.03572378847656752,0.0025724281365304288,0.0017815712109243624
532,0.0006521597187685254,0.0024653911393334826,0.03579112557957525,0.0025699125334763674,0.0017770694032396824
538,0.0006508456257202371,0.00246659662648816,0.03583932244620824,0.0025650519020741754,0.0017706666066742989
563,0.0006461014085608176,0.0024665553056737468,0.036081895793113064,0.002550116134920623,0.0017485712716014614
567,0.0006454466160341598,0.0024657713637980328,0.03612463747520279,0.0025483882338474487,0.0017456150234933829
570,0.0006447704065037647,0.00246671718087865,0.03613900748369087,0.0025455340663694762,0.0017421368233953992
571,0.000644714965528235,0.0024661371799716467,0.03616718521364405,0.00254604944841669,0.0017421728677609694
574,0.000644167038616286,0.002465853702025564,0.03618988519240178,0.0025442569131515305,0.0017395585674396428
591,0.0006409731817760376,0.002467148139866495,0.03632637575926383,0.0025331069559437693,0.0017240600413373525
593,0.0006406297302583055,0.002467036120020521,0.03634198953531863,0.002531904026825135,0.0017223469523764887
596,0.0006402822190860485,0.002466585448700439,0.036399290062462425,0.002531683756973007,0.0017210580524386085
598,0.0006399407243870214,0.0024661573649026624,0.03640960903939263,0.0025304629127620827,0.001719331461691949
605,0.000638753794218529,0.002466663108392593,0.03647949455302815,0.002526617971646221,0.0017136430411163464
614,0.0006371671151148352,0.0024671117710854877,0.03654634132598286,0.002521016908582387,0.0017058262780953355
636,0.0006337321375183496,0.00246807968846906,0.0367691286825347,0.0025101805362762425,0.0016892534389882062
642,0.0006326348498111508,0.0024693373282713873,0.03680226412992192,0.002505780046068585,0.0016836089523020554
649,0.0006317370036534604,0.002468828296602957,0.03689039116613845,0.002503678883284182,0.0016794905937891314
654,0.0006308624999495148,0.0024693448484168386,0.03691134545213996,0.0025000921313566827,0.0016748920061542994
655,0.0006307505692374897,0.002468983294899139,0.036923413095427855,0.002499979485745373,0.0016744475829130708
657,0.0006304203224166173,0.0024698192326656106,0.03694383684247849,0.002498647671167837,0.0016727116810519988
663,0.0006296600955816117,0.002468594389506374,0.03700126795383922,0.0024967233517322533,0.0016691123428839707
665,0.0006292928050536128,0.0024696834494408377,0.03701625174546037,0.0024950732027132732,0.001667128448935722
677,0.0006275506211378971,0.002471274347232213,0.03712959261615752,0.0024891138039171475,0.0016583503649753853
683,0.0006267491769444599,0.0024702806887967714,0.037170475264300624,0.00248662279839588,0.001654351621768376
692,0.000625451691375702,0.0024718543710059602,0.037247933382465966,0.002481844503699573,0.0016476086738343055
694,0.0006251863822785711,0.002472310517103434,0.037271141859637716,0.0024809737060820106,0.0016462687950763394
695,0.0006251339645886449,0.002471564474824479,0.03728559008914946,0.002481156236928558,0.0016460861719175455
696,0.0006250012245407601,0.002471634176068127,0.0372945155639312,0.002480709292261776,0.0016454061381878456
705,0.0006239018266463785,0.0024716242866505518,0.03738314427360179,0.002477441656412789,0.0016398970594128238
716,0.0006225067807660437,0.002472310755301692,0.03747781532132053,0.0024726286703136017,0.0016325872524055086
717,0.0006223800641145156,0.00247286281561648,0.03749498232461193,0.0024723043441312108,0.0016320100505255526
727,0.0006211562087311421,0.002473841556584698,0.03758575104370483,0.0024680719680708427,0.0016255379568469053
736,0.0006200737305353008,0.0024741317719346053,0.03765716777529248,0.0024644109338927585,0.0016198434111793102
737,0.0006197987634212908,0.002475688877708245,0.037651910396321236,0.002462683915478827,0.0016181875459910042
739,0.000619605282925776,0.002475618213961176,0.037674927378297536,0.002462205794703573,0.0016171968397265856
741,0.0006193706176734074,0.0024754789761398505,0.03768708816569711,0.002461378951322877,0.0016159288331240285
744,0.0006190189188521573,0.0024755873648705604,0.037710943518223336,0.002460233105562709,0.0016140984870081998
745,0.0006189470674097942,0.002475749658602441,0.03773054116225615,0.002460191487962288,0.001613765634623514
759,0.0006173408751646479,0.002477167423302889,0.03784426512467398,0.0024543746448894505,0.0016049792213769965
760,0.0006172741845723698,0.002477336171758816,0.03786382889535042,0.002454347170977549,0.0016046633490978627
761,0.0006171578436522947,0.002476953878505075,0.03786470487641362,0.0024539857932133744,0.0016040655531706699
762,0.0006170121616905536,0.0024771454010062053,0.03786495173241792,0.002453213059831861,0.0016031694185562855
766,0.0006165826033893018,0.002477862065401961,0.03790506932460504,0.0024517408966688624,0.0016008312843865632
775,0.0006156682231378228,0.0024783767548322115,0.037986033447722535,0.002448795582391136,0.0015958635306264452
787,0.0006143636832537174,0.002479840136865551,0.0380730494148845,0.002443835478493575,0.0015884985300876687
794,0.0006136772740328563,0.0024812526022391142,0.03814393422320673,0.0024414544725351807,0.00158464128282755
802,0.0006129126157805089,0.002482013677874952,0.03820938191951719,0.00243865980684518,0.0015802004774265958
808,0.0006123456243450507,0.002482555407997568,0.03825809700629757,0.002436703352409933,0.0015769782329607149
812,0.0006120214072331843,0.002482633179501933,0.03829465074069136,0.002435637851968193,0.0015750398607356027
815,0.0006117491252666483,0.0024829961743705912,0.038320130376914535,0.002434662428150473,0.001573447188134582
839,0.0006096409771473079,0.0024865974192925084,0.038522620937104256,0.002426883532661864,0.0015608599370577107
849,0.0006088329803027102,0.0024876184087235373,0.03860091568081561,0.0024239017524682323,0.0015558785344338554
863,0.0006078062157148298,0.0024905771183552365,0.0387448059462964,0.002420348540513815,0.0015494678828392456
871,0.0006072122570690442,0.002490457673056909,0.03878927281169425,0.0024180477027103122,0.0015456055729024894
879,0.0006066112650071026,0.002492504632888441,0.03886064147662052,0.0024156550756502296,0.0015417196884956145
890,0.0006059437795516593,0.002493349938836509,0.03895661288163487,0.0024134228274610365,0.001537211903617674
891,0.0006058780030056112,0.002493502505609753,0.038964800673719185,0.0024131706604335825,0.001536766856440825
894,0.0006056060010549088,0.0024947684199593803,0.03898369578038356,0.0024118192766041835,0.0015349825664465126
900,0.0006052236262665513,0.0024956991347396032,0.03903265964353282,0.002410342747116683,0.0015323547066555027
908,0.0006048074950882567,0.002496157121020334,0.03910336451547509,0.002409023557767232,0.0015293627318252454
917,0.0006042361913397657,0.0024975392156750807,0.03916519687242116,0.002406595820115537,0.0015253040167926347
918,0.0006041770834396492,0.0024981700937637364,0.03918176080743088,0.002406463674926367,0.0015249558151422824
922,0.000603916813934228,0.0024992338037458433,0.0392109214903356,0.0024052078922877393,0.0015230410545527349
938,0.0006030573062616162,0.002501609199941433,0.0393338159239964,0.0024017189509877145,0.0015165558027745597
950,0.00060255147472282,0.0025044632250817377,0.03946248193935253,0.0024000015702940343,0.0015124481808718446
951,0.000602494639612787,0.0025033790256735176,0.03944848216177727,0.0023996917348074872,0.0015119647120383538
961,0.0006020329952485255,0.002505314018677006,0.0395306438592135,0.0023978238153053717,0.001508229024771271
966,0.0006018180731513936,0.002506066502917089,0.03956703576840232,0.002396818638161552,0.001506330821328882
973,0.0006015249606111597,0.002507349994197397,0.03962203195326235,0.002395544265788265,0.0015037767261464315
975,0.0006014456921172704,0.002508034037199541,0.03964320593520848,0.0023952142000201863,0.0015030790990838482
981,0.0006012092965304258,0.002509153370050582,0.03969012877360795,0.002394165443721529,0.0015009389256594196
989,0.0006008698226712826,0.002510597036678038,0.039741355213163104,0.002392480405912336,0.0014978836328767141
992,0.0006008000120138107,0.0025113937641299557,0.039778772384714216,0.0023923916271165013,0.0014971494561373205
996,0.0006005869200893777,0.0025124989646203586,0.0397955630683816,0.002391062802279045,0.0014952766922288687
998,0.0006005140278286348,0.0025127252773225373,0.039808558341818345,0.002390787943471421,0.0014946205150521768
1006,0.0006003307465588313,0.0025138015361775537,0.039881484000105286,0.0023901653594482954,0.001492409501898128
1019,0.0005999448681755107,0.002516080689599609,0.0399756890102779,0.0023882431867108863,0.0014881702250074526
1020,0.0005998857546531284,0.0025170002435373233,0.03998572430248841,0.002387780811452588,0.001487625291777
1023,0.0005998380777779517,0.0025172040600119003,0.04001173694501979,0.002387713913055557,0.001486927132543634
1033,0.0005995860136153172,0.002519254926135508,0.04008776451967864,0.0023863827415233603,0.001483825208841293
1034,0.0005995694927197872,0.002519936225646168,0.04010334400041104,0.0023862389040050103,0.0014835231413677108
1036,0.0005995179372782047,0.0025201907483078994,0.040116002314027135,0.002386026172438169,0.0014829359887984176
1037,0.0005995001032053352,0.0025205595860618266,0.0401260544871157,0.002385857869021405,0.0014826128091972185
1040,0.0005994331950759955,0.002521186199678445,0.040148725253217374,0.0023854841217648233,0.0014817105227472348
1041,0.0005994166431522147,0.002522024139401412,0.04016729639752471,0.002385417580774585,0.0014814616634993502
1052,0.0005991881209996353,0.002523411774493581,0.04023349011977871,0.002384034813890188,0.0014781576118186146
1053,0.0005991663188564165,0.002523000668999907,0.04022993288215385,0.002383870510677126,0.001477824529724721
1060,0.0005990446385500648,0.0025245082568382915,0.04028226759434778,0.002383099644015672,0.0014758306263973372
1084,0.0005986860892800741,0.0025302030801857946,0.04045746923846207,0.002380514558405394,0.0014691335664921814
1093,0.0005986496980803045,0.002532160133309696,0.040531583806707766,0.002380010583174481,0.0014670213791082053
1103,0.0005985470966402504,0.002534390267205318,0.040593332444229836,0.0023789074204224802,0.0014642822548702051
1112,0.0005985508612387887,0.0025370220371842074,0.04067830698691178,0.002378694222501168,0.001462418953136218
1115,0.000598548965789419,0.002537887788525385,0.04070246663339085,0.002378455163092527,0.0014616889344558825
1117,0.0005985386302817027,0.0025378874464386816,0.0407088575843004,0.0023783423051282307,0.0014612167173391438
1123,0.000598536652436268,0.0025388490075435085,0.0407434214815033,0.002377884949235551,0.0014597649868152512
1128,0.0005985406771595008,0.002540045584097849,0.04077925556144558,0.0023776011221233987,0.0014586307959300506
1133,0.0005985494286764052,0.0025417134302077662,0.04082356713373984,0.0023774277112348376,0.0014575803961977185
1134,0.0005985572217742447,0.002542115397257326,0.04083319413742634,0.002377335503018301,0.0014573399608615108
1143,0.00059855479858738,0.0025442390343105217,0.04088599380010301,0.0023765865674392965,0.0014551493305789375
1144,0.0005985601862516487,0.0025444843650772944,0.040893078961554856,0.0023765432552422874,0.0014549369561780055
1147,0.0005985763768521608,0.0025449113381604115,0.04090876034683144,0.002376393107356617,0.0014542832825646015
1148,0.0005986187699171867,0.002545378397494218,0.040930052631244176,0.0023767437633726877,0.0014543578149050413
1151,0.0005986426005786761,0.002545968824848423,0.04094817995442136,0.002376560131166069,0.0014536926512216035
1158,0.000598694701590717,0.002547551938825073,0.040994929248441225,0.0023763545247790013,0.0014522861064529293
1182,0.0005989875761575799,0.0025538093341624948,0.04116457557840378,0.0023757371742441948,0.0014476639112234561
1184,0.0005990218218607253,0.002554948382324214,0.04118947921395785,0.002375759443127871,0.0014473449213618268
1185,0.0005990373868283512,0.002555207128960176,0.04119637767296176,0.002375745860586177,0.0014471642375802466
1187,0.0005990604917428884,0.002554943582740674,0.041196567692237486,0.0023757103840892474,0.001446780279562392
1194,0.0005991796902277902,0.0025567685243778862,0.04124466273562585,0.002375645217788961,0.0014455472454510724
1199,0.0005992721107720217,0.0025580816480263147,0.041278878859698616,0.0023756199241730274,0.0014446890163199435
1210,0.0005995015573036823,0.0025611579479307245,0.04135625073719314,0.0023755852653762127,0.001442846782357192
1217,0.000599654654603554,0.0025628745421568525,0.04140110717232493,0.0023756742714037,0.0014417530398748892
1218,0.0005996457271948321,0.002563544760405678,0.0414047148366962,0.0023753465595023624,0.0014413610594007935
1219,0.0005997019425703517,0.002563413384684711,0.04141459625130186,0.0023756942590227588,0.0014414415329151381
1223,0.0005998042623459448,0.0025646542074396947,0.0414440197208819,0.0023757016698346344,0.0014408077215983036
1224,0.0005998260831970693,0.002565076443913623,0.041453790173843465,0.0023757815452245053,0.0014406971937643218
1233,0.0006000643942339608,0.00256737954167889,0.0415110056372892,0.0023758707127259546,0.0014393228782257784
1238,0.0006001984078047799,0.002568594532246749,0.04154182523799936,0.002376021746444804,0.0014386269460387807
1241,0.0006002473042363822,0.002569664136708115,0.04155612175664728,0.002375800544054409,0.0014379912147125108
1243,0.0006003093341969474,0.002570067296660713,0.04156633456005746,0.002375788521937855,0.0014376742285596446
1251,0.0006005869052997548,0.002572203696396053,0.04162791948084152,0.002376387903456189,0.0014368502631556316
1252,0.0006005860794676398,0.0025728839080479114,0.04163136977813674,0.002376085012688484,0.0014364846539342436
1254,0.0006006498072546532,0.0025734443255896987,0.04164453672528426,0.002376152928712391,0.0014362234609947534
1258,0.0006008172331160068,0.002574327618454276,0.04167645666507306,0.0023765916670332545,0.0014359236876259796
1259,0.000600850364541888,0.0025746095041137467,0.04168301482546863,0.002376629279903572,0.001435796900602336
1262,0.0006009139608086504,0.0025756981254216717,0.04169702025529052,0.0023764514508911928,0.0014352067544181851
1263,0.0006009788621785518,0.0025752713852358017,0.041701143237586905,0.002376802862991289,0.001435295444981834
1273,0.0006013352123287288,0.002578738354770822,0.04177739719103735,0.002377291557995874,0.0014341357229542846
1279,0.0006015191856458496,0.002580392324677033,0.04180506765085576,0.0023772679759457393,0.0014332132391043386
1281,0.0006015952918868268,0.002580968979923995,0.041817985763039085,0.002377371817223594,0.0014329895115775466
1284,0.0006017160134919068,0.002581995218911763,0.04183982926544176,0.0023774919590073412,0.0014326397755031108
1285,0.0006017939335834883,0.002582353695874626,0.04185746267683925,0.0023778656266053018,0.0014327651799271187
1287,0.0006018339068425494,0.002582865071502927,0.04185913036980729,0.002377658564397012,0.0014323154539294248
1299,0.0006023613490724192,0.002585820985339355,0.04193600401833388,0.002378652876836849,0.0014312708094034324
1300,0.0006023719603757315,0.002587284763834861,0.04195339050788924,0.002378499005012409,0.0014310237779548796
1310,0.0006028086564902409,0.002590241157541145,0.042016828014250884,0.0023791808829614802,0.0014300739092777078
1316,0.0006031232543873081,0.002592409302654021,0.04207139786615944,0.0023799673648730677,0.0014297935796084627
1318,0.0006031739896460555,0.002592627100739231,0.042067246018162266,0.002379772577361649,0.0014293618067825632
1349,0.0006047201485041313,0.0026017353861131137,0.04225428362081162,0.0023824222686128107,0.0014269752200813625
1357,0.0006051923894000415,0.0026042787473075928,0.04231445013145234,0.002383526916745923,0.0014266966277961186
1368,0.0006057699494402635,0.0026073319441760057,0.04236458538298617,0.002384332906901349,0.0014258090394486632
1373,0.000606090046533095,0.0026081955057113033,0.042392382347002135,0.002385186004526889,0.001425753119643115
1376,0.0006062374286415728,0.002610157021031986,0.04241841652184663,0.0023852385997894963,0.0014254155889104755
1377,0.0006063317254452423,0.0026099237861919467,0.04242451974818676,0.002385617420065093,0.0014255544862002592
1387,0.000606899895549052,0.0026136451942658074,0.04248432547028038,0.0023865132318027834,0.0014249105592898741
1391,0.0006071839067508574,0.002614681587971104,0.042513789936823664,0.002387284987777873,0.0014249536338493472
1398,0.0006075877146809423,0.002617165939173205,0.042549679540891706,0.002387860504755113,0.0014244797912658814
1403,0.0006079038647917813,0.002618618567526645,0.04257670528607991,0.002388536741900697,0.0014243271386639145
1409,0.0006083357493003431,0.0026201705155930533,0.04261456794691314,0.002389544810814822,0.001424309280108447
1426,0.0006094903123775872,0.0026268017321481357,0.04273327216361735,0.002392020561262382,0.001424005329849741
1431,0.0006097964688711197,0.002627761966820679,0.04273992446852972,0.0023923712971669064,0.0014236438179452086
1439,0.0006103733851104049,0.00263087853237415,0.04279393159496921,0.002393536041274367,0.001423536495335892
1440,0.0006104418590173371,0.0026305942109235017,0.042788584198630346,0.002393636255310137,0.0014234832916950164
1445,0.0006108057510056142,0.002632259959344285,0.0428171495897834,0.0023943949037741274,0.0014234364349101922
1452,0.0006113253438348462,0.0026349106810139296,0.04286248686523498,0.002395505457094581,0.0014234157945045367
1458,0.00061177903034213,0.002637236910316033,0.0429019551809407,0.002396483764862638,0.0014234242222699335
1462,0.000612084147959515,0.002638587128555441,0.042924488032304815,0.002397130436923768,0.0014234270567821405
1471,0.0006127822649106259,0.0026416397308648217,0.04297492173572647,0.00239861833750681,0.0014234667557157456
1472,0.0006128523308816723,0.002641206115513133,0.04296694907587111,0.002398776594627354,0.0014234507692773065
1475,0.0006130939913181352,0.0026423869320599358,0.042986158316849335,0.0023992445738431913,0.001423457310633617
1488,0.0006141424763637128,0.0026471523282972273,0.04306365977826577,0.002401526845124987,0.0014236451966155507
1490,0.0006142999488041491,0.0026473762597072877,0.04306664502518112,0.002401897812794239,0.0014236773907057394
1492,0.0006144695061537428,0.0026482246278683127,0.04308012209372703,0.002402215976966401,0.0014236951851078596
